race,age,engnat,gender,hand,source,country,E,N,A,C,O,maximum,personality_type
13,19,1,2,1,5,US,2.6,2.3,3.5,3.3,3.1,3.5,A
3,17,1,2,1,1,US,3.0,3.0,3.2,3.1,3.6,3.6,O
11,34,0,1,1,1,HK,3.4,3.3,3.1,2.9,2.7,3.4,E
3,44,1,2,1,5,US,2.7,2.6,3.3,2.9,2.6,3.3,A
13,18,2,2,1,5,US,2.6,2.7,3.2,2.9,3.1,3.2,A
1,57,2,2,3,2,US,3.8,1.7,3.5,3.4,3.7,3.8,E
3,23,1,1,1,5,US,3.3,2.1,3.2,3.0,3.7,3.7,O
13,20,2,1,1,2,BR,3.1,2.9,2.8,2.9,3.9,3.9,O
5,15,1,2,1,1,US,2.8,3.9,3.4,3.0,2.9,3.9,N
11,32,1,2,1,1,SG,3.5,3.7,3.1,3.5,3.4,3.7,N
12,33,1,2,1,1,US,3.0,3.3,2.7,2.9,3.1,3.3,N
3,17,1,2,1,1,US,3.1,4.0,3.3,3.2,3.7,4.0,N
13,19,2,2,1,5,US,3.6,3.2,3.2,3.0,3.1,3.6,E
11,14,1,1,1,1,US,3.5,1.9,3.1,3.5,3.5,3.5,E
3,56,1,2,1,1,US,3.0,3.0,3.4,3.4,3.6,3.6,O
3,17,1,1,1,1,US,3.0,2.2,3.6,2.6,3.8,3.8,O
13,26,1,2,1,2,US,3.2,2.5,3.3,2.5,2.9,3.3,A
13,52,1,2,2,5,US,3.0,3.9,3.8,2.4,2.8,3.9,N
3,14,1,2,1,1,US,3.2,4.0,3.3,3.3,3.8,4.0,N
3,32,1,2,2,2,US,3.0,2.1,2.9,3.4,3.7,3.7,O
13,20,1,2,1,5,US,2.8,4.5,3.2,3.2,3.5,4.5,N
13,19,1,2,1,2,US,2.7,2.8,3.4,3.0,3.4,3.4,A
3,28,1,2,1,2,US,3.3,2.6,3.4,2.6,2.8,3.4,A
12,16,1,2,1,1,US,3.1,3.7,3.8,3.6,3.6,3.8,A
3,33,1,2,1,1,US,3.3,2.9,3.4,3.3,3.6,3.6,O
3,44,1,1,1,5,AU,3.4,2.5,3.8,2.3,2.8,3.8,A
3,15,1,1,1,2,US,3.1,2.4,2.8,3.0,3.6,3.6,O
3,52,1,2,1,1,US,2.4,4.1,3.2,3.3,4.0,4.1,N
3,20,1,1,1,1,US,3.2,3.9,3.3,3.3,3.4,3.9,N
11,25,2,2,1,1,VN,2.6,3.8,3.4,2.4,3.5,3.8,N
3,32,1,2,1,5,AU,2.3,3.8,3.3,2.8,3.8,3.8,N
5,50,1,2,1,1,US,2.0,3.6,3.4,3.2,2.9,3.6,N
3,20,2,1,1,1,US,3.2,2.7,2.8,3.0,3.6,3.6,O
3,18,1,1,1,2,US,2.7,2.5,3.6,3.4,3.1,3.6,A
11,17,1,1,2,1,US,2.8,3.2,3.5,3.4,3.0,3.5,A
3,24,1,2,1,2,US,3.1,2.7,3.1,3.0,3.1,3.1,E
12,31,2,1,1,5,US,3.2,3.4,3.8,3.5,3.2,3.8,A
11,22,2,2,1,2,HK,3.2,3.4,3.2,3.2,3.3,3.4,N
3,20,1,2,1,1,CA,3.2,3.2,3.3,3.0,3.1,3.3,A
13,20,2,2,1,1,CA,2.8,3.8,3.6,3.0,2.7,3.8,N
13,21,1,2,3,2,US,3.2,3.1,3.3,3.8,3.0,3.8,C
13,18,1,2,1,5,US,3.1,2.9,2.6,2.7,2.7,3.1,E
3,21,1,2,1,1,US,2.8,3.2,3.4,2.8,3.2,3.4,A
1,18,1,2,1,5,US,3.0,3.2,4.0,3.5,3.4,4.0,A
6,21,1,2,1,2,US,3.4,2.1,2.9,3.2,3.6,3.6,O
6,22,1,1,1,1,US,3.3,2.2,3.2,3.2,3.7,3.7,O
3,27,1,2,1,5,US,2.4,2.3,3.1,3.3,3.8,3.8,O
3,54,1,2,2,1,US,3.3,2.1,3.0,3.6,3.6,3.6,C
1,23,2,1,1,1,CO,2.7,3.4,2.6,2.8,3.4,3.4,N
3,21,1,2,1,3,US,2.6,3.3,3.3,3.4,3.8,3.8,O
3,20,1,1,1,3,US,3.0,2.8,3.1,3.5,3.7,3.7,O
11,26,1,2,1,1,US,2.7,2.9,2.2,2.9,3.2,3.2,O
13,17,2,2,1,5,US,3.2,3.4,3.3,3.2,3.0,3.4,N
13,18,2,2,1,5,PK,2.8,4.4,3.8,2.9,2.9,4.4,N
3,26,1,2,1,1,US,3.2,2.8,3.3,3.6,3.5,3.6,C
11,36,2,2,1,1,TH,2.9,2.5,3.3,3.0,3.1,3.3,A
3,18,1,2,1,1,US,3.4,3.2,3.2,3.1,3.3,3.4,E
4,21,2,1,1,1,IN,2.9,4.1,3.0,3.4,2.9,4.1,N
9,15,1,1,1,1,US,2.6,2.5,2.8,2.5,3.5,3.5,O
3,29,1,2,1,1,CA,3.1,2.8,3.2,3.0,3.4,3.4,O
3,18,1,2,3,1,CA,2.2,3.5,3.2,2.3,3.2,3.5,N
11,23,2,1,1,1,AU,2.9,2.6,2.9,2.7,2.8,2.9,E
1,22,1,2,1,1,US,2.8,3.6,3.0,3.1,2.9,3.6,N
13,32,2,1,1,1,IN,3.6,2.4,3.4,3.7,3.1,3.7,C
3,42,1,2,1,2,US,2.9,3.4,3.1,3.0,3.9,3.9,O
3,46,1,1,1,2,AU,3.0,2.3,3.3,2.6,3.7,3.7,O
3,19,1,2,1,1,AU,3.1,3.4,3.0,3.2,2.8,3.4,N
3,23,1,2,1,1,US,3.0,4.1,3.5,3.9,3.3,4.1,N
13,38,2,2,1,1,US,3.6,3.3,2.9,3.6,2.6,3.6,E
3,20,1,1,1,1,US,2.6,3.3,3.0,3.8,3.5,3.8,C
3,42,1,1,1,1,AU,2.9,2.9,3.3,3.0,3.2,3.3,A
3,16,1,1,1,1,AU,2.5,3.9,2.6,3.1,4.1,4.1,O
13,22,2,2,1,5,US,3.4,4.0,3.3,2.7,3.2,4.0,N
3,19,1,2,1,5,US,2.8,3.4,3.8,3.2,3.6,3.8,A
13,18,2,1,1,5,US,3.5,2.4,3.4,4.0,3.7,4.0,C
4,22,2,2,1,1,IN,3.3,3.2,3.4,2.8,3.0,3.4,A
3,18,2,2,1,2,FI,3.0,3.2,3.1,3.1,2.9,3.2,N
11,16,1,2,1,1,US,2.9,3.4,3.2,3.1,2.8,3.4,N
11,17,1,2,1,1,US,3.5,3.4,3.0,3.3,3.0,3.5,E
11,20,2,1,1,2,HK,2.8,2.5,2.7,2.6,3.1,3.1,O
4,18,1,1,1,1,US,2.8,4.4,3.2,2.8,2.9,4.4,N
13,20,2,2,1,1,US,2.8,4.4,4.1,3.8,3.6,4.4,N
11,20,2,2,1,2,ID,3.4,3.3,3.2,2.4,3.3,3.4,E
11,28,2,2,1,2,ID,3.5,3.5,3.1,3.5,3.5,3.5,E
3,16,2,2,1,2,QA,3.1,3.1,3.3,3.1,3.2,3.3,A
3,32,1,1,2,1,US,2.5,3.2,2.8,2.6,3.4,3.4,O
3,32,1,1,1,1,ZA,3.1,3.2,3.2,3.2,3.5,3.5,O
13,15,2,1,1,1,IN,3.8,2.2,3.8,3.3,3.4,3.8,E
13,25,2,2,1,1,IN,3.6,3.5,3.8,3.2,3.0,3.8,A
11,28,2,2,1,2,ID,3.0,3.0,3.2,2.8,3.1,3.2,A
3,19,1,2,1,2,US,2.9,2.7,3.1,3.0,3.3,3.3,O
3,18,2,1,1,5,DK,3.1,2.2,3.2,3.1,3.1,3.2,A
11,23,2,2,1,1,ID,3.1,3.1,3.0,2.7,2.8,3.1,E
13,45,1,1,1,1,ZA,3.5,2.5,3.3,3.1,2.7,3.5,E
3,14,1,2,1,1,US,3.1,3.7,3.3,3.3,3.7,3.7,N
3,18,1,1,1,1,US,2.8,3.4,3.2,3.1,3.3,3.4,N
11,21,2,2,1,1,PH,2.9,2.9,3.1,2.9,3.4,3.4,O
9,25,1,1,1,2,SG,2.9,3.6,3.0,2.8,3.2,3.6,N
11,67,2,2,1,5,PH,3.6,2.1,3.3,3.7,3.4,3.7,C
3,23,2,2,1,1,ES,2.5,4.0,3.5,3.3,2.6,4.0,N
13,19,2,1,1,1,LK,3.0,3.5,3.9,3.2,3.4,3.9,A
3,49,2,1,1,1,MK,4.4,2.8,3.9,3.7,3.3,4.4,E
3,22,2,2,1,2,BE,2.7,2.8,3.7,3.4,3.3,3.7,A
4,24,2,1,1,5,IN,3.1,3.7,3.3,3.5,3.5,3.7,N
13,13,2,2,2,1,IN,4.0,3.1,4.0,4.0,3.1,4.0,E
3,60,1,1,2,5,US,2.8,3.4,3.4,3.4,3.6,3.6,O
3,30,2,1,1,2,DK,3.3,2.0,3.3,3.1,3.4,3.4,O
11,14,2,2,1,2,SG,3.2,3.3,2.9,3.7,2.6,3.7,C
13,39,1,2,1,5,GB,2.4,2.6,3.3,2.8,2.5,3.3,A
3,16,1,2,1,1,AU,3.2,2.4,3.1,3.1,3.5,3.5,O
9,15,1,1,2,5,CH,3.6,3.6,3.7,2.9,2.1,3.7,A
4,19,2,1,0,2,IN,3.1,2.9,2.8,3.0,3.0,3.1,E
3,45,1,2,1,1,GB,3.0,2.9,3.2,2.9,3.3,3.3,O
3,23,2,2,1,5,LV,2.8,2.9,3.1,2.9,3.6,3.6,O
3,40,2,1,1,5,EE,3.2,3.7,3.2,3.2,3.6,3.7,N
3,26,2,2,1,5,GB,3.6,4.1,3.6,3.1,3.0,4.1,N
3,29,2,2,1,5,LV,2.9,2.6,2.9,2.8,4.1,4.1,O
3,37,2,1,1,2,NO,3.2,2.9,3.0,3.1,3.4,3.4,O
13,19,2,1,1,1,IN,3.5,3.6,3.1,4.0,3.6,4.0,C
13,20,2,2,1,1,IN,3.4,4.3,3.7,3.2,3.5,4.3,N
3,48,1,1,1,1,AU,2.9,1.8,3.3,3.0,3.1,3.3,A
13,24,2,2,2,1,SE,3.1,2.8,3.5,2.7,2.6,3.5,A
11,57,2,2,1,1,PH,2.7,3.5,3.6,3.4,3.8,3.8,O
4,34,2,1,1,1,IN,3.2,3.6,3.6,3.6,3.1,3.6,N
13,40,1,2,1,1,AU,2.9,2.3,3.3,3.1,2.8,3.3,A
3,24,2,2,1,5,LV,3.2,3.1,3.4,3.5,2.8,3.5,C
13,23,2,2,1,1,LK,2.9,4.0,3.6,3.4,3.8,4.0,N
4,48,1,1,1,1,SA,3.5,2.6,3.3,3.0,4.2,4.2,O
3,22,1,1,1,2,GB,3.4,3.8,3.5,3.4,3.4,3.8,N
3,24,2,2,1,2,SE,3.7,2.3,3.1,3.2,2.7,3.7,E
3,27,2,2,1,1,ZA,3.0,3.7,3.9,3.8,4.2,4.2,O
3,20,1,2,1,5,US,3.2,2.9,3.2,3.2,3.1,3.2,E
13,23,2,1,1,2,PK,3.7,3.6,3.9,3.6,3.2,3.9,A
4,32,2,1,1,1,IN,2.6,2.1,3.5,3.2,2.9,3.5,A
3,16,1,2,1,5,US,2.8,4.2,2.8,3.4,3.8,4.2,N
3,16,1,2,1,5,US,3.5,3.5,3.4,2.8,3.2,3.5,E
13,15,1,2,1,5,US,4.2,2.7,3.1,2.8,2.7,4.2,E
3,38,2,1,2,1,US,3.0,3.1,2.9,3.3,3.5,3.5,O
3,41,1,2,1,2,US,3.2,1.8,3.5,3.2,3.2,3.5,A
3,21,2,1,1,1,PT,2.8,3.2,3.6,2.9,3.4,3.6,A
11,17,2,2,1,1,MY,2.9,3.8,3.5,3.3,3.3,3.8,N
3,14,1,2,1,1,US,2.8,2.3,3.6,3.1,3.2,3.6,A
3,46,1,1,2,1,RS,3.0,2.0,2.7,3.6,3.6,3.6,C
3,30,2,1,1,1,IS,3.4,2.4,3.2,3.4,3.7,3.7,O
4,21,2,2,1,1,IN,2.9,3.8,3.2,2.3,3.6,3.8,N
13,18,2,1,3,1,IT,3.1,4.0,3.4,3.2,2.6,4.0,N
1,14,1,1,1,2,US,2.6,3.8,3.0,2.8,3.3,3.8,N
3,36,1,2,1,5,GB,3.2,2.0,2.8,2.9,2.6,3.2,E
3,55,1,2,1,2,US,2.7,2.5,3.2,3.2,3.4,3.4,O
3,21,1,2,1,2,US,3.1,3.0,3.1,3.2,3.3,3.3,O
10,21,2,2,1,1,PH,3.0,2.8,2.7,3.3,2.4,3.3,C
3,22,1,2,1,1,US,3.7,3.9,3.1,3.7,3.2,3.9,N
3,46,1,1,2,1,RS,3.0,1.9,2.5,3.3,3.7,3.7,O
13,20,2,2,1,1,IN,3.5,4.5,3.8,3.9,3.7,4.5,N
13,32,2,2,2,5,US,3.0,2.2,3.4,2.2,3.0,3.4,A
3,15,2,2,1,1,BG,2.4,3.8,3.3,3.2,3.1,3.8,N
13,40,1,2,0,1,US,3.4,3.0,3.1,3.0,2.9,3.4,E
13,23,2,2,1,5,US,3.4,4.2,3.6,2.9,3.5,4.2,N
3,24,1,2,1,1,US,3.3,3.1,2.9,3.4,2.9,3.4,C
3,30,1,2,1,2,US,3.2,2.5,3.5,3.5,3.5,3.5,A
3,32,2,2,1,5,DE,3.2,3.1,3.1,2.4,3.5,3.5,O
6,29,2,2,1,2,CA,3.3,3.4,3.3,3.4,3.5,3.5,O
6,31,2,1,2,1,FI,3.2,3.6,3.6,2.4,3.4,3.6,N
13,25,1,2,2,5,US,2.9,2.9,3.1,3.0,2.8,3.1,A
1,27,2,2,1,1,US,3.4,4.2,3.5,3.3,2.9,4.2,N
3,22,1,2,1,1,US,2.0,2.8,3.2,3.2,3.8,3.8,O
5,18,2,2,1,5,US,3.6,2.8,3.1,3.8,2.8,3.8,C
13,18,2,2,1,5,US,3.3,1.8,3.5,3.1,3.1,3.5,A
3,18,1,2,1,2,US,3.2,4.0,3.7,3.1,3.8,4.0,N
3,17,1,1,1,1,US,3.1,3.5,3.5,3.3,2.6,3.5,N
13,21,1,2,1,5,US,3.1,4.1,3.4,3.0,3.4,4.1,N
3,15,1,2,1,1,US,3.6,2.2,3.4,3.3,3.8,3.8,O
8,17,2,2,1,2,US,3.3,2.9,3.0,2.9,2.8,3.3,E
3,16,1,2,1,2,US,3.1,4.3,3.2,2.9,3.7,4.3,N
3,30,2,1,1,5,LV,2.2,4.0,2.8,3.4,3.7,4.0,N
3,23,1,2,2,5,US,2.8,2.2,3.1,3.3,2.8,3.3,C
3,20,2,2,2,2,FI,3.0,2.5,3.0,3.5,3.6,3.6,O
3,41,1,1,1,2,US,2.9,3.7,3.1,2.7,3.4,3.7,N
3,31,2,1,1,5,LV,3.2,3.2,3.2,3.1,3.0,3.2,E
13,34,2,2,1,1,PK,3.2,3.1,3.2,2.9,3.6,3.6,O
3,30,1,2,2,2,US,3.1,2.2,3.4,3.1,3.8,3.8,O
5,19,1,2,1,2,US,3.2,2.1,3.6,3.0,3.5,3.6,A
4,23,2,1,1,1,IN,2.7,2.8,3.4,2.8,2.6,3.4,A
3,54,1,1,1,1,UA,3.1,3.1,2.8,2.9,3.8,3.8,O
3,18,1,2,1,2,US,3.1,2.6,3.0,3.4,3.2,3.4,C
3,20,1,2,1,2,US,2.9,2.7,3.1,3.1,3.3,3.3,O
8,43,1,2,2,1,US,3.1,3.2,3.5,3.0,4.1,4.1,O
3,27,1,2,1,1,GT,3.0,2.5,3.0,2.8,3.0,3.0,E
3,23,1,2,1,5,CA,3.3,2.5,3.3,3.6,3.4,3.6,C
3,38,1,2,1,1,US,3.1,2.9,2.6,2.9,3.5,3.5,O
4,23,1,2,1,1,IN,3.9,2.8,3.2,3.4,3.3,3.9,E
3,14,1,1,1,1,US,3.4,1.9,3.0,3.2,3.3,3.4,E
3,17,1,2,1,1,US,3.4,4.2,2.8,4.0,3.0,4.2,N
4,22,2,2,1,2,IN,3.1,3.3,3.9,2.6,3.1,3.9,A
3,24,2,1,1,2,CZ,3.1,2.9,3.2,2.8,2.9,3.2,A
3,21,1,1,1,2,DE,3.2,3.0,3.1,2.7,3.6,3.6,O
8,48,2,2,1,1,PE,3.4,3.3,3.6,2.9,3.0,3.6,A
3,23,2,2,1,1,DE,3.0,3.6,3.6,3.0,3.2,3.6,N
1,18,1,2,1,1,US,3.4,2.9,3.5,2.6,3.3,3.5,A
3,18,1,2,1,1,US,3.0,2.5,3.5,3.2,3.5,3.5,A
3,54,1,2,1,1,US,3.0,3.9,2.6,3.0,2.8,3.9,N
3,19,1,2,1,1,US,3.0,2.8,2.8,3.3,3.3,3.3,C
3,24,1,2,1,2,US,3.3,2.1,3.3,3.1,3.3,3.3,E
3,30,2,2,1,5,LV,2.8,3.3,3.2,3.0,3.1,3.3,N
13,36,2,1,1,1,PK,2.6,4.1,3.6,3.2,2.9,4.1,N
3,39,1,1,1,2,US,3.0,4.1,3.3,2.6,3.4,4.1,N
3,49,1,2,1,5,US,3.3,2.7,3.1,3.2,3.2,3.3,E
3,24,1,2,0,5,US,2.2,2.7,3.4,3.7,3.7,3.7,C
1,30,1,2,1,1,GB,3.4,3.7,3.5,3.1,3.5,3.7,N
12,36,1,1,1,5,GB,4.0,2.9,2.8,3.3,3.7,4.0,E
3,33,2,2,1,1,DE,2.7,4.4,2.9,3.5,3.6,4.4,N
1,23,2,1,1,1,US,3.6,3.8,3.8,3.4,3.5,3.8,N
13,16,2,2,1,2,US,3.8,3.1,3.6,3.1,4.1,4.1,O
3,16,1,2,1,2,US,3.8,4.0,3.7,2.9,3.9,4.0,N
13,16,1,2,2,2,US,2.9,2.6,3.2,3.2,3.2,3.2,A
3,25,2,2,1,1,HR,3.0,2.8,3.3,2.4,3.1,3.3,A
11,20,2,2,1,1,US,3.7,2.5,3.5,3.2,2.9,3.7,E
3,13,1,1,1,1,US,2.8,3.1,3.6,3.4,3.2,3.6,A
3,21,1,2,1,2,US,3.6,3.9,3.5,3.6,3.6,3.9,N
13,26,2,3,1,1,VE,2.6,3.1,3.3,2.6,3.3,3.3,A
3,20,1,2,1,5,US,2.9,2.6,3.4,3.4,3.0,3.4,A
13,33,1,2,1,1,US,2.9,4.2,2.5,2.5,2.7,4.2,N
5,32,2,2,1,1,IL,3.1,1.8,3.2,3.2,3.2,3.2,A
3,34,1,1,1,2,IE,3.3,2.3,2.8,2.6,3.1,3.3,E
3,28,2,1,1,2,NL,3.0,3.0,3.4,2.8,3.3,3.4,A
1,17,1,1,1,1,IE,2.7,3.5,2.7,2.9,3.2,3.5,N
1,17,1,1,1,5,IE,3.2,2.6,2.7,3.2,3.4,3.4,O
3,36,1,2,1,2,US,3.6,2.0,3.3,3.2,3.6,3.6,E
3,33,1,1,2,5,US,3.7,2.7,3.4,3.5,3.1,3.7,E
3,43,1,2,1,5,US,3.2,2.4,3.2,3.3,3.0,3.3,C
5,27,2,1,1,5,LY,2.8,1.9,3.0,3.0,3.8,3.8,O
3,38,1,2,1,1,US,3.3,2.4,3.0,3.6,3.3,3.6,C
3,1985,1,2,1,1,NZ,3.6,2.5,3.4,3.4,3.4,3.6,E
3,35,1,2,1,2,US,3.2,2.9,2.7,3.5,3.1,3.5,C
3,20,1,1,1,2,US,2.6,2.2,2.8,2.9,2.9,2.9,C
13,17,1,2,1,1,US,3.1,3.1,2.9,3.3,3.0,3.3,C
3,28,2,2,1,1,CY,3.5,3.8,3.6,4.0,3.6,4.0,C
8,21,1,2,1,2,US,3.0,3.9,3.0,3.5,3.6,3.9,N
3,42,2,1,1,2,EU,3.1,2.6,3.0,3.4,3.8,3.8,O
3,28,1,2,1,5,CA,2.6,3.8,3.4,3.5,3.6,3.8,N
5,17,1,2,2,1,US,3.1,3.5,3.1,2.9,3.1,3.5,N
3,16,1,2,1,1,US,3.1,3.5,3.0,3.3,3.1,3.5,N
3,20,2,2,1,5,LV,2.9,2.4,2.8,2.5,3.6,3.6,O
11,19,2,2,1,5,US,3.2,3.5,3.2,3.1,3.1,3.5,N
3,16,1,2,1,2,GB,2.7,3.8,3.1,3.1,3.1,3.8,N
3,14,0,2,1,1,US,3.4,1.9,2.9,2.9,3.8,3.8,O
3,21,1,1,1,2,US,3.0,3.4,2.9,3.3,3.3,3.4,N
3,19,1,1,1,1,US,3.0,2.9,3.1,3.1,3.1,3.1,A
3,28,1,1,2,1,US,3.2,1.8,3.5,3.0,3.4,3.5,A
3,36,1,1,1,5,NL,3.3,3.3,3.1,3.3,3.5,3.5,O
3,16,1,2,1,1,US,2.8,3.8,2.8,3.4,2.8,3.8,N
0,21,1,2,1,2,US,3.1,1.9,3.0,2.9,3.3,3.3,O
3,17,2,1,1,1,NO,3.0,4.0,3.1,3.2,2.9,4.0,N
3,28,2,2,1,1,US,3.1,3.0,2.6,3.1,3.4,3.4,O
3,17,1,1,1,5,US,3.0,2.8,3.2,2.9,3.1,3.2,A
3,40,1,1,2,1,AU,2.9,3.5,2.3,3.5,3.8,3.8,O
3,52,1,1,1,1,US,2.8,2.1,3.1,2.7,3.4,3.4,O
3,16,2,2,1,1,AL,3.8,2.2,3.8,3.1,3.0,3.8,E
1,19,2,2,1,2,PT,3.3,4.2,4.0,2.7,3.3,4.2,N
3,16,1,2,1,2,US,2.4,3.4,2.7,3.0,3.6,3.6,O
3,22,2,1,1,1,GR,2.7,3.0,3.2,2.8,3.9,3.9,O
4,16,1,1,1,1,GB,2.7,2.8,2.7,2.7,2.9,2.9,O
3,18,1,1,1,2,US,3.2,3.0,3.1,3.3,3.1,3.3,C
3,28,1,2,1,1,US,3.1,3.4,3.5,3.3,3.1,3.5,A
3,20,1,2,1,2,US,3.2,3.4,3.3,2.9,2.8,3.4,N
12,20,1,1,1,2,US,2.9,3.1,2.8,2.0,3.6,3.6,O
3,22,1,2,1,2,US,3.3,3.3,3.1,3.3,3.2,3.3,E
3,27,1,1,1,1,CA,3.1,2.5,2.9,3.0,2.7,3.1,E
3,23,2,2,1,5,GB,3.4,3.9,3.8,2.7,3.4,3.9,N
1,47,1,2,1,2,US,2.9,2.3,3.2,3.1,3.2,3.2,A
3,16,1,2,1,1,GB,3.9,2.8,2.6,3.2,3.1,3.9,E
3,17,1,1,1,1,GB,3.1,3.4,2.9,2.4,3.2,3.4,N
0,18,1,2,1,2,US,3.2,3.4,3.1,3.2,3.0,3.4,N
13,23,2,1,1,5,US,2.8,3.3,3.6,3.8,3.8,3.8,C
11,28,2,1,1,2,US,3.1,3.7,3.8,3.1,3.3,3.8,A
3,27,1,2,1,2,US,3.0,3.6,2.9,2.8,3.3,3.6,N
3,69,1,2,1,1,US,2.9,3.2,3.4,2.9,3.8,3.8,O
1,14,1,2,2,1,GB,2.9,3.5,3.2,3.2,4.0,4.0,O
3,19,1,2,1,2,CA,2.8,2.8,3.2,3.2,3.4,3.4,O
1,15,1,2,1,2,US,3.1,2.3,3.2,3.9,3.3,3.9,C
3,55,1,2,1,2,US,3.4,2.9,3.4,3.2,3.0,3.4,E
13,18,1,2,1,1,US,2.9,3.7,2.4,2.9,3.2,3.7,N
3,45,1,2,1,5,US,2.8,2.3,3.7,3.3,3.2,3.7,A
6,41,1,1,1,1,CA,3.5,2.8,3.3,3.1,2.9,3.5,E
13,19,1,2,1,5,US,3.1,2.7,3.5,3.1,3.6,3.6,O
3,21,1,1,1,1,US,3.7,3.7,3.3,3.1,2.8,3.7,E
12,69,1,2,1,1,US,2.0,4.1,3.0,3.5,3.8,4.1,N
1,39,2,2,1,1,PR,3.0,2.7,2.8,4.0,3.0,4.0,C
11,16,1,2,1,5,US,3.2,3.9,3.0,3.8,3.0,3.9,N
3,43,1,1,1,1,ID,2.6,2.3,2.8,3.1,3.0,3.1,C
5,18,1,2,1,5,US,3.3,2.4,3.5,3.3,2.6,3.5,A
1,28,1,2,1,2,US,3.0,2.9,3.0,3.0,3.2,3.2,O
4,29,1,2,2,1,US,2.9,3.9,3.5,2.7,3.2,3.9,N
1,16,1,2,1,1,TT,3.4,2.8,3.0,2.8,3.1,3.4,E
3,29,1,2,1,1,US,3.1,3.2,3.0,2.9,3.2,3.2,N
6,22,1,2,1,2,US,2.8,3.3,3.4,3.2,3.1,3.4,A
13,30,1,2,1,5,US,3.2,3.5,3.3,3.2,3.5,3.5,N
3,19,1,2,1,5,AU,2.8,2.4,3.2,3.3,3.5,3.5,O
13,17,1,2,1,1,US,3.2,3.8,3.2,3.1,3.7,3.8,N
3,20,1,1,1,5,US,2.9,2.4,3.4,3.7,3.8,3.8,O
4,28,2,1,1,2,IN,3.4,2.2,3.3,3.4,2.9,3.4,E
3,53,1,1,1,1,US,2.6,2.2,2.6,3.4,3.5,3.5,O
3,20,1,2,1,2,US,2.9,2.5,2.8,3.0,2.9,3.0,C
1,22,1,2,1,2,US,2.5,3.3,3.2,3.0,3.1,3.3,N
11,20,2,2,1,1,PH,3.3,3.8,3.3,3.5,3.7,3.8,N
3,47,1,2,1,1,US,3.4,3.7,2.7,3.5,4.0,4.0,O
13,23,1,2,1,5,US,3.4,3.7,3.5,3.7,3.4,3.7,N
3,32,1,2,1,2,AU,3.2,3.7,3.0,3.7,3.6,3.7,N
3,19,1,1,1,1,AU,3.5,2.9,3.4,3.5,3.5,3.5,E
3,21,2,2,1,1,PL,3.1,3.8,3.5,2.3,3.5,3.8,N
3,35,1,1,1,2,AU,2.8,2.4,3.2,3.6,3.3,3.6,C
9,41,1,1,1,1,US,2.7,2.3,2.7,3.3,2.7,3.3,C
8,23,1,2,1,1,US,2.5,2.6,3.6,2.7,3.7,3.7,O
3,60,1,2,1,1,US,4.0,2.4,3.2,2.7,2.8,4.0,E
3,49,1,2,1,1,US,3.3,2.2,2.8,2.9,3.4,3.4,O
3,49,1,2,1,5,US,2.6,2.6,3.0,3.2,3.3,3.3,O
4,21,1,2,1,1,CA,3.1,3.0,4.0,3.5,3.2,4.0,A
3,22,1,2,1,2,CA,2.4,2.2,2.6,3.1,3.7,3.7,O
13,16,1,1,1,5,US,3.0,3.2,3.0,3.2,3.5,3.5,O
8,40,1,1,1,2,US,3.1,2.6,3.4,2.8,3.5,3.5,O
4,31,2,1,1,1,IN,4.1,3.7,3.9,2.6,3.4,4.1,E
3,16,1,1,1,1,US,3.4,3.1,2.7,3.4,3.2,3.4,E
13,45,1,2,1,1,US,3.5,2.8,4.1,3.3,3.2,4.1,A
3,17,1,2,1,1,US,2.8,2.8,2.7,3.2,3.5,3.5,O
11,18,2,1,1,1,NL,3.5,2.7,3.2,3.1,3.0,3.5,E
13,24,2,2,1,1,PK,3.6,3.2,3.5,3.0,3.3,3.6,E
4,22,2,2,1,2,IN,2.7,2.3,3.8,3.0,2.7,3.8,A
13,21,2,2,1,2,IN,3.0,3.1,3.5,2.8,3.0,3.5,A
11,19,1,1,1,2,SG,3.3,3.8,3.4,3.3,3.3,3.8,N
3,32,1,1,2,1,US,3.0,2.1,3.3,3.0,3.9,3.9,O
11,22,2,2,1,1,ID,3.8,3.3,3.8,3.0,3.1,3.8,E
3,55,1,1,1,1,US,2.9,3.4,2.9,3.4,3.4,3.4,N
3,51,1,2,1,1,CA,3.1,3.4,3.5,3.3,3.4,3.5,A
3,18,1,2,3,1,US,2.9,3.3,3.4,3.5,3.4,3.5,C
4,211,2,1,1,1,IN,4.2,3.8,3.2,2.7,3.3,4.2,E
3,20,1,2,1,5,US,3.0,2.6,2.9,3.3,3.2,3.3,C
13,15,1,2,1,1,CA,2.6,4.1,3.0,3.9,3.4,4.1,N
11,18,2,2,1,1,PH,3.0,2.8,3.3,2.2,2.4,3.3,A
3,20,1,2,1,5,US,2.9,2.6,2.7,3.3,3.3,3.3,C
3,48,1,1,1,1,US,3.0,3.4,3.3,3.1,3.6,3.6,O
3,38,1,2,1,2,CA,2.7,2.7,3.2,2.9,3.8,3.8,O
13,20,1,2,1,2,US,3.6,2.4,3.0,3.6,2.7,3.6,E
3,49,2,1,1,1,CH,2.7,2.1,3.4,2.7,3.5,3.5,O
11,28,1,2,1,1,PH,3.3,2.3,3.0,3.1,2.9,3.3,E
8,30,1,2,1,2,US,3.6,2.3,3.3,3.8,3.4,3.8,C
