race,age,engnat,gender,hand,source,country,E,N,A,C,O,maximum,personality_type
3,22,1,2,1,2,CA,3.0,2.5,3.5,2.9,3.6,3.6,O
3,20,1,2,1,2,US,2.8,2.9,3.5,3.2,3.2,3.5,A
6,27,1,2,1,1,US,2.9,3.6,3.6,3.5,3.8,3.8,O
3,39,1,1,1,2,US,2.6,2.7,2.5,3.0,3.6,3.6,O
11,18,2,2,1,2,PH,3.0,3.2,3.1,3.0,2.9,3.2,N
11,24,2,2,1,5,KR,3.5,4.2,4.0,3.5,3.6,4.2,N
3,32,1,1,1,1,US,3.5,4.0,3.2,3.3,3.5,4.0,N
3,23,1,1,1,2,US,3.0,2.8,2.7,3.5,3.8,3.8,O
9,30,1,2,1,1,US,2.7,3.0,2.9,3.3,2.9,3.3,C
3,16,1,1,1,1,US,3.5,2.9,2.5,2.4,2.9,3.5,E
11,20,2,2,1,1,PH,2.8,3.7,2.8,2.7,2.9,3.7,N
3,36,1,1,3,1,US,3.4,2.5,3.1,3.2,3.4,3.4,E
3,16,1,1,1,1,US,3.1,3.0,3.3,2.8,2.9,3.3,A
11,26,2,2,1,1,AU,2.9,2.3,3.4,3.2,3.1,3.4,A
13,24,2,2,1,2,US,3.0,2.3,3.2,3.2,3.4,3.4,O
3,22,1,1,2,2,US,2.9,2.2,3.3,3.8,3.2,3.8,C
1,21,1,1,1,1,US,3.3,2.1,2.9,2.8,3.2,3.3,E
11,22,2,2,1,1,ID,3.0,3.5,2.7,3.5,3.2,3.5,N
3,17,1,2,1,1,US,3.2,3.3,3.1,3.3,3.0,3.3,N
3,15,1,2,1,1,US,3.9,4.2,3.3,4.2,4.3,4.3,O
11,18,2,2,1,1,PH,2.7,3.8,4.0,3.4,3.2,4.0,A
4,24,2,1,1,1,IN,3.2,3.2,3.4,3.0,3.2,3.4,A
3,17,1,2,1,5,US,2.8,3.8,3.0,3.3,3.6,3.8,N
3,42,1,1,1,1,US,3.3,1.8,3.4,2.6,3.3,3.4,A
13,17,1,2,1,2,IN,3.0,4.2,3.1,3.2,3.1,4.2,N
4,21,2,2,1,1,IN,2.9,1.8,3.0,3.4,3.2,3.4,C
11,21,1,2,2,2,CA,2.9,2.2,2.9,2.2,3.2,3.2,O
9,23,2,2,1,1,IN,3.7,3.4,2.9,2.1,2.6,3.7,E
6,24,1,2,1,1,ZA,2.2,4.0,3.2,2.7,3.5,4.0,N
3,24,1,1,1,1,US,3.5,2.1,3.2,3.4,3.5,3.5,E
3,27,1,1,1,1,US,3.1,2.7,2.9,3.0,3.0,3.1,E
11,19,2,1,1,1,PH,3.7,4.5,3.4,3.1,3.6,4.5,N
3,15,0,2,1,1,US,2.7,2.6,3.3,2.5,3.7,3.7,O
11,45,2,1,1,1,IN,2.7,3.1,2.8,3.2,3.6,3.6,O
4,21,1,2,1,1,IN,2.9,2.6,3.1,2.8,2.9,3.1,A
3,40,1,2,1,2,US,2.9,3.8,3.1,2.9,3.7,3.8,N
3,19,1,1,2,2,US,1.9,3.3,3.0,2.8,2.3,3.3,N
11,27,2,2,1,1,IN,3.1,4.2,3.4,4.2,3.0,4.2,N
3,38,1,2,1,2,GB,2.8,3.9,3.0,2.7,3.1,3.9,N
3,59,1,1,1,1,US,3.0,1.9,2.2,2.6,3.4,3.4,O
11,20,1,2,1,2,MY,3.3,3.4,3.4,3.3,2.6,3.4,N
4,29,2,1,1,5,IN,3.1,3.5,3.0,3.0,3.1,3.5,N
13,51,1,2,1,5,NZ,3.3,2.5,2.8,3.1,3.6,3.6,O
10,17,1,2,3,2,AU,2.9,3.7,3.4,3.4,3.8,3.8,O
3,24,1,2,1,1,CA,3.5,3.3,3.2,3.4,3.3,3.5,E
3,43,1,2,1,1,US,4.2,4.2,1.9,4.2,4.3,4.3,O
4,30,2,1,1,1,GB,3.3,2.6,3.4,3.5,3.4,3.5,C
13,22,1,2,1,2,US,3.1,2.8,3.6,3.3,3.3,3.6,A
11,18,2,2,1,2,MY,3.1,3.2,3.0,3.0,2.9,3.2,N
0,18,1,1,2,5,GB,3.1,2.5,3.2,3.1,3.0,3.2,A
11,26,2,2,1,1,PH,3.4,2.5,3.1,2.9,2.9,3.4,E
3,18,1,1,1,1,US,3.0,4.3,2.6,3.4,3.9,4.3,N
13,21,2,2,1,1,IN,3.5,3.3,3.5,2.8,2.9,3.5,E
4,20,2,2,1,1,IN,3.0,4.4,4.0,3.6,3.5,4.4,N
13,48,2,1,1,1,IN,3.6,3.0,3.0,2.8,3.5,3.6,E
3,19,1,2,1,2,IE,3.0,2.8,2.8,2.7,3.4,3.4,O
11,21,2,2,1,1,PH,3.3,3.2,2.8,3.5,3.2,3.5,C
3,47,2,1,1,1,GB,2.6,2.5,3.1,2.9,2.6,3.1,A
11,25,1,1,2,1,PH,2.7,3.1,3.1,3.1,3.5,3.5,O
3,25,2,2,1,2,DK,3.0,2.3,3.2,2.8,3.1,3.2,A
3,20,2,3,1,1,NO,2.9,2.9,3.2,3.4,3.4,3.4,C
11,19,2,2,1,3,PH,2.6,2.9,3.8,2.9,3.2,3.8,A
3,37,1,1,1,5,US,3.2,2.9,3.1,3.3,3.8,3.8,O
11,15,1,2,3,1,HK,3.6,3.8,3.6,3.7,3.4,3.8,N
13,22,2,2,1,1,PK,2.6,4.2,4.2,2.2,2.2,4.2,N
3,18,1,2,1,1,GB,3.1,3.8,3.4,3.9,2.3,3.9,C
4,28,2,2,1,1,NL,3.1,2.7,3.1,2.3,2.9,3.1,E
1,20,2,2,1,5,PH,3.5,3.8,3.5,3.7,3.1,3.8,N
3,17,2,2,2,1,NL,2.8,3.9,3.6,3.2,3.9,3.9,N
11,21,2,2,1,5,PH,2.8,2.5,3.4,3.1,3.0,3.4,A
3,21,1,1,2,1,US,3.1,4.0,3.2,3.0,3.1,4.0,N
11,45,2,2,1,1,PH,3.0,3.2,3.1,3.3,3.3,3.3,C
1,16,1,2,1,5,AU,3.3,2.8,3.1,3.1,3.6,3.6,O
11,18,2,1,1,1,MY,2.7,3.6,3.2,2.9,3.2,3.6,N
11,17,2,2,2,1,PH,3.0,3.8,3.5,3.1,3.2,3.8,N
3,40,1,2,1,1,IE,2.8,4.2,3.4,3.3,3.7,4.2,N
3,18,1,1,1,5,GB,3.6,2.0,3.3,2.8,3.0,3.6,E
3,23,2,1,1,1,ES,2.8,2.1,2.7,2.8,3.0,3.0,O
3,48,1,2,1,1,GB,3.1,3.2,2.8,3.0,2.8,3.2,N
3,22,2,1,1,1,RO,3.0,3.0,3.3,3.2,3.8,3.8,O
11,14,2,2,1,1,PH,3.1,4.1,3.6,3.9,3.2,4.1,N
4,24,2,1,2,1,IN,2.9,1.9,3.6,3.3,3.7,3.7,O
0,36,2,2,1,1,GB,3.5,2.1,3.5,3.0,3.2,3.5,E
13,18,2,2,1,1,SG,3.1,2.7,3.4,3.5,3.6,3.6,O
3,26,1,2,1,2,GB,3.0,2.8,3.4,3.4,3.6,3.6,O
3,25,2,2,1,1,SE,3.5,3.4,3.1,3.1,3.3,3.5,E
3,30,2,2,1,2,SG,2.8,3.2,3.1,2.9,3.7,3.7,O
11,20,2,2,1,1,MY,3.5,3.2,3.2,3.5,3.1,3.5,E
3,43,1,1,0,1,GB,3.2,2.4,3.3,3.3,3.6,3.6,O
3,48,1,1,1,5,US,3.2,4.4,3.1,3.0,3.7,4.4,N
3,36,1,1,1,1,US,3.6,3.4,2.7,3.9,3.7,3.9,C
4,23,2,2,1,1,IN,2.6,3.9,3.9,3.3,4.0,4.0,O
11,19,2,2,1,1,PH,3.3,2.8,3.9,2.9,3.4,3.9,A
3,50,1,2,1,2,CH,2.9,3.8,3.6,3.0,3.6,3.8,N
3,57,1,2,2,2,CA,3.2,2.0,3.0,3.5,3.6,3.6,O
13,19,1,2,1,5,US,3.0,3.4,3.3,3.6,3.2,3.6,C
3,40,1,2,1,2,CA,3.1,3.6,3.0,2.9,3.4,3.6,N
13,26,2,2,1,1,UG,3.1,3.2,3.0,3.4,3.3,3.4,C
13,14,1,2,1,1,IN,3.0,3.5,3.6,2.9,3.7,3.7,O
3,18,2,1,1,1,DK,2.9,2.7,3.3,3.1,3.0,3.3,A
11,25,1,1,1,2,PH,2.9,3.4,3.2,2.4,3.2,3.4,N
3,55,1,1,1,1,GB,3.0,4.0,2.8,3.4,3.1,4.0,N
3,17,1,2,1,1,GB,2.3,3.9,3.9,3.3,2.8,3.9,N
6,25,1,2,1,1,ZA,3.1,3.4,3.3,3.7,3.6,3.7,C
10,28,2,1,1,2,SG,2.9,2.3,3.1,4.0,3.4,4.0,C
12,44,2,1,1,2,NG,3.2,2.0,3.0,2.9,3.5,3.5,O
13,26,2,2,1,1,UG,3.5,2.4,3.1,3.6,3.5,3.6,C
4,28,2,2,1,1,DE,2.5,3.6,3.5,3.0,2.9,3.6,N
11,35,2,2,1,5,GB,3.1,3.2,3.6,3.3,3.3,3.6,A
6,24,1,1,1,2,US,2.8,3.7,3.3,2.6,3.0,3.7,N
11,20,2,2,1,1,MY,2.8,3.2,3.6,3.8,3.6,3.8,C
3,21,2,2,1,1,FI,2.8,3.4,3.1,2.6,2.6,3.4,N
1,21,1,2,2,2,US,3.3,3.5,3.8,3.0,3.0,3.8,A
13,23,2,1,1,1,PK,3.4,3.4,3.8,3.4,3.2,3.8,A
3,18,1,2,1,5,GB,3.3,4.2,2.8,2.9,2.6,4.2,N
13,51,1,1,1,5,US,2.7,2.9,2.7,3.1,3.0,3.1,C
4,16,1,2,2,1,IN,4.0,3.2,3.9,3.5,2.9,4.0,E
9,18,2,2,1,1,PH,3.6,4.4,3.9,3.7,3.6,4.4,N
13,25,1,2,1,1,TT,3.1,3.4,3.2,3.3,3.5,3.5,O
3,37,1,1,1,1,CA,2.9,4.2,3.3,3.2,3.8,4.2,N
13,26,1,2,1,1,TT,3.6,3.8,3.2,3.6,2.4,3.8,N
3,17,1,1,1,5,US,3.2,3.2,3.1,3.6,2.9,3.6,C
1,17,1,2,1,5,US,2.9,4.5,3.4,2.8,3.0,4.5,N
3,16,1,1,1,2,US,3.1,2.8,2.6,2.6,2.7,3.1,E
3,17,1,1,1,5,US,3.3,3.2,3.0,3.4,3.6,3.6,O
11,1984,2,2,2,5,TW,2.9,2.3,3.3,2.7,3.0,3.3,A
3,16,1,2,1,5,US,3.4,3.2,3.2,3.0,3.2,3.4,E
3,17,1,2,1,5,US,3.2,3.6,3.4,3.4,3.4,3.6,N
8,17,1,2,1,5,US,3.2,3.2,3.1,3.0,3.1,3.2,E
3,17,1,1,2,5,US,3.5,2.0,3.4,3.2,3.7,3.7,O
4,1994,1,2,1,1,US,3.5,4.5,3.6,1.7,2.8,4.5,N
0,17,1,1,1,5,US,3.1,3.5,2.8,2.8,3.1,3.5,N
5,17,1,2,1,1,US,2.6,4.5,3.4,2.6,2.5,4.5,N
6,17,1,2,1,5,US,3.2,2.1,3.1,3.1,3.1,3.2,E
3,16,1,1,3,2,US,3.6,3.6,3.3,3.5,3.9,3.9,O
3,18,1,1,1,5,US,3.3,2.8,3.2,3.3,3.5,3.5,O
3,17,1,2,1,5,US,3.1,2.9,2.5,3.0,3.4,3.4,O
3,18,1,1,1,1,US,2.8,2.1,3.2,3.1,3.7,3.7,O
3,17,1,2,1,5,US,2.3,2.7,2.9,3.3,3.2,3.3,C
3,16,1,1,3,5,US,3.6,3.8,3.3,2.9,3.9,3.9,O
3,51,1,2,1,1,US,3.6,2.4,3.3,3.4,3.4,3.6,E
3,23,1,1,1,2,US,3.2,2.8,3.3,2.8,3.3,3.3,A
13,57,1,2,1,4,US,3.3,3.3,3.7,3.2,2.7,3.7,A
3,29,2,1,1,1,GR,2.5,3.0,3.5,3.4,3.1,3.5,A
13,19,2,2,1,1,IN,2.7,3.3,2.9,3.2,3.4,3.4,O
3,22,2,1,1,5,GR,3.2,2.6,3.3,3.1,3.0,3.3,A
1,35,1,2,2,3,US,3.1,2.6,3.5,2.9,3.3,3.5,A
3,17,1,2,1,1,HU,3.3,4.1,3.2,3.3,3.7,4.1,N
1,41,1,2,1,1,US,3.5,3.4,3.5,3.5,3.8,3.8,O
3,51,1,2,1,1,US,2.9,2.4,3.2,3.2,3.0,3.2,A
3,19,1,1,1,1,CA,2.7,3.4,3.6,3.5,3.7,3.7,O
3,19,1,1,1,2,US,3.4,1.9,3.8,3.7,3.8,3.8,A
6,16,1,2,1,1,US,3.4,4.1,3.8,3.6,3.5,4.1,N
3,21,1,2,1,2,US,3.1,2.6,3.6,3.6,3.2,3.6,A
3,43,1,1,1,5,US,2.9,2.9,2.7,3.0,3.4,3.4,O
5,15,1,1,1,1,CA,3.4,2.3,3.0,3.4,3.5,3.5,O
3,16,1,2,1,1,US,2.6,3.6,3.1,3.2,3.5,3.6,N
13,40,2,2,1,1,IN,3.1,2.5,2.7,3.1,3.2,3.2,O
3,21,1,2,1,1,US,3.2,3.1,2.9,3.3,3.5,3.5,O
4,20,2,1,1,1,IN,3.1,2.9,3.3,3.5,3.1,3.5,C
11,18,2,2,1,1,JP,2.7,2.6,3.3,3.0,2.2,3.3,A
3,19,1,2,2,1,US,2.8,4.0,3.4,3.8,3.7,4.0,N
13,22,1,2,1,1,IN,3.5,2.2,3.8,2.9,3.7,3.8,A
3,25,2,2,1,1,A1,2.9,3.6,3.2,3.9,3.6,3.9,C
4,17,2,1,1,1,IN,3.1,3.5,2.5,2.9,3.3,3.5,N
4,28,2,2,1,1,IN,3.2,3.5,3.6,3.7,3.4,3.7,C
3,20,1,2,1,5,US,3.5,3.3,3.5,3.6,3.4,3.6,C
3,64,1,2,1,2,US,2.9,1.7,3.0,2.5,2.8,3.0,A
3,45,2,2,1,1,RU,3.2,3.1,2.9,2.6,3.4,3.4,O
3,31,1,1,1,1,GB,2.9,3.7,3.0,2.8,2.9,3.7,N
8,22,2,2,3,1,CA,2.9,3.3,2.4,3.5,3.5,3.5,C
3,13,1,2,1,2,US,3.1,3.0,3.4,3.8,3.6,3.8,C
4,24,2,2,1,1,IN,2.9,2.5,3.5,3.0,2.9,3.5,A
13,16,1,2,1,1,US,3.2,2.2,3.4,3.5,3.8,3.8,O
3,24,1,2,3,1,DE,3.0,2.4,3.0,3.4,3.8,3.8,O
1,49,1,2,1,5,US,3.0,2.2,3.3,3.3,3.4,3.4,O
3,36,1,2,1,2,US,2.8,2.9,3.2,3.1,3.4,3.4,O
3,39,1,1,1,1,US,3.0,3.7,3.1,3.4,3.5,3.7,N
3,26,1,1,1,1,US,2.8,2.0,2.6,3.0,3.0,3.0,C
12,40,2,2,1,1,NG,2.5,2.6,3.2,3.0,3.3,3.3,O
3,60,1,2,1,2,CA,2.9,2.4,3.2,2.5,3.8,3.8,O
3,24,2,2,1,1,NL,3.2,2.9,2.9,3.4,3.3,3.4,C
3,27,2,2,1,1,DK,2.9,2.9,3.3,3.3,3.4,3.4,O
13,28,2,2,1,5,US,2.8,3.7,3.0,3.4,3.4,3.7,N
3,18,1,2,1,1,US,2.9,3.2,2.7,2.9,3.8,3.8,O
3,20,1,2,1,2,US,3.2,3.5,3.4,3.3,3.3,3.5,N
3,54,1,1,1,2,US,3.1,1.9,2.7,3.0,3.2,3.2,O
3,55,1,1,2,1,GB,2.9,2.5,3.2,2.6,3.6,3.6,O
3,27,1,2,1,2,US,3.5,2.9,3.1,3.5,3.3,3.5,E
1,19,2,1,1,1,IN,2.5,3.0,2.9,3.3,2.6,3.3,C
3,42,1,1,1,2,US,2.9,2.6,3.4,3.5,3.8,3.8,O
3,16,1,2,1,5,US,3.1,3.8,3.0,3.4,2.9,3.8,N
3,50,1,1,1,1,GB,3.4,2.1,3.1,2.6,3.0,3.4,E
13,23,2,2,1,1,IN,3.4,3.4,4.2,3.0,2.9,4.2,A
3,22,2,2,1,1,PL,2.8,3.4,2.6,3.5,3.3,3.5,C
3,32,1,2,1,5,US,3.3,3.5,3.1,3.1,3.7,3.7,O
6,33,1,2,1,2,US,3.3,3.1,3.3,3.2,3.7,3.7,O
13,15,1,2,1,1,GB,3.0,4.5,3.4,3.3,3.5,4.5,N
1,25,2,2,1,1,ZA,3.5,2.0,3.3,2.7,2.9,3.5,E
1,29,1,2,1,2,JM,3.4,1.6,3.1,3.1,2.6,3.4,E
3,14,2,2,1,1,PT,3.6,3.8,3.5,3.4,3.6,3.8,N
3,56,1,1,1,1,CA,2.3,3.5,3.2,3.1,3.4,3.5,N
3,23,2,2,1,5,FR,3.1,2.7,2.6,3.5,3.9,3.9,O
1,29,1,2,1,5,TT,3.0,3.4,3.6,2.9,3.8,3.8,O
4,19,2,2,1,1,PK,3.4,3.1,3.3,2.7,3.0,3.4,E
3,15,1,1,1,1,US,3.4,3.6,3.5,3.8,4.1,4.1,O
3,24,1,1,1,1,US,3.4,2.7,3.5,3.8,3.4,3.8,C
1,17,1,2,1,1,US,3.2,3.4,3.4,2.7,3.5,3.5,O
11,21,2,2,1,1,US,3.0,3.2,3.6,3.5,3.2,3.6,A
1,36,1,2,1,5,US,3.0,1.8,3.4,2.6,3.4,3.4,A
3,17,1,2,1,5,US,3.0,4.0,3.3,2.8,3.0,4.0,N
3,24,1,1,1,1,US,3.4,3.3,3.2,3.0,3.2,3.4,E
1,23,1,2,2,5,US,3.6,3.2,3.4,3.3,3.8,3.8,O
3,50,1,1,2,5,US,3.7,2.0,3.4,3.0,3.1,3.7,E
13,17,2,2,1,1,PH,3.2,2.2,2.7,2.6,2.6,3.2,E
3,52,1,2,1,5,AU,3.2,2.9,3.8,3.3,3.2,3.8,A
3,62,1,1,1,1,US,2.9,3.6,2.9,3.2,2.7,3.6,N
3,17,1,2,1,1,US,2.8,2.1,2.9,2.8,3.5,3.5,O
3,26,1,1,1,2,US,3.3,2.8,2.9,3.6,3.5,3.6,C
3,13,1,1,1,1,US,2.8,3.4,3.0,3.2,3.5,3.5,O
3,25,2,1,1,2,GR,2.4,2.7,2.6,3.1,3.5,3.5,O
3,19,1,2,1,2,US,2.9,3.5,3.4,3.3,3.4,3.5,N
13,18,2,1,1,1,PH,3.4,3.3,3.8,3.2,3.3,3.8,A
3,33,1,2,2,2,US,2.7,3.8,3.2,3.2,4.0,4.0,O
3,23,1,2,1,5,US,3.2,2.5,3.1,2.2,3.5,3.5,O
3,21,1,1,1,1,GB,2.7,3.2,3.4,3.0,3.3,3.4,A
3,20,1,2,1,1,AU,3.5,3.9,4.3,3.6,3.3,4.3,A
1,20,2,2,1,1,US,2.9,2.9,3.2,3.0,2.6,3.2,A
6,24,1,2,1,5,US,3.1,2.7,3.0,3.3,3.5,3.5,O
13,19,1,2,3,1,US,3.2,3.5,3.6,3.6,3.6,3.6,A
3,15,1,2,1,2,US,2.8,3.6,2.8,3.3,2.7,3.6,N
3,16,1,1,1,1,GB,2.8,3.6,3.2,3.6,3.7,3.7,O
3,15,1,2,1,2,US,3.3,3.4,3.3,3.5,2.9,3.5,C
3,56,1,2,1,2,AU,2.9,2.4,3.5,3.1,3.8,3.8,O
13,46,2,2,0,5,MY,3.7,2.9,3.7,3.3,3.1,3.7,E
3,46,1,1,1,5,GB,2.8,4.2,3.9,3.0,3.6,4.2,N
13,18,1,2,1,2,US,2.8,3.5,3.1,3.3,3.3,3.5,N
3,21,1,2,2,1,US,2.9,3.2,2.9,3.5,3.0,3.5,C
3,18,1,1,3,1,US,2.9,1.7,3.0,3.0,3.7,3.7,O
3,26,1,1,1,5,US,3.1,2.1,3.2,3.5,3.0,3.5,C
3,56,1,2,1,1,US,2.8,2.9,3.6,3.0,3.0,3.6,A
6,14,1,1,1,2,US,3.0,2.8,3.0,3.3,3.7,3.7,O
11,21,2,2,1,1,PH,4.0,2.4,3.7,3.2,3.1,4.0,E
1,21,1,1,1,1,US,3.7,2.7,3.7,3.7,3.9,3.9,O
3,25,1,1,3,1,AU,3.1,2.5,3.7,3.2,3.7,3.7,A
13,18,1,2,1,1,CA,3.3,4.4,3.2,3.3,3.1,4.4,N
3,32,1,2,1,1,US,3.0,3.6,2.8,2.8,3.7,3.7,O
12,17,1,1,1,2,US,3.7,3.6,3.4,3.1,3.3,3.7,E
3,20,1,1,1,1,US,3.0,1.8,3.2,2.6,3.7,3.7,O
3,38,1,2,1,2,CA,3.9,2.7,3.6,3.3,2.7,3.9,E
3,20,1,1,1,1,US,2.6,2.1,3.1,2.4,3.0,3.1,A
3,19,1,2,1,1,US,2.7,3.4,3.5,2.8,3.4,3.5,A
13,19,1,2,1,1,US,3.0,1.8,3.2,2.5,3.3,3.3,O
3,20,1,1,1,1,US,3.7,2.7,3.0,3.7,3.7,3.7,E
3,21,2,2,1,1,GR,2.5,3.6,3.1,3.1,3.8,3.8,O
13,24,2,1,1,2,US,3.0,2.4,3.1,3.6,3.0,3.6,C
3,14,1,2,1,1,US,2.5,3.6,3.1,2.2,3.6,3.6,N
1,58,1,1,1,1,AU,2.9,2.8,2.7,2.6,2.5,2.9,E
3,13,1,2,1,1,US,2.4,3.8,2.5,3.1,4.0,4.0,O
3,24,1,2,1,2,AU,3.0,2.6,3.4,3.1,3.2,3.4,A
13,20,1,1,1,1,US,3.2,2.7,3.3,3.4,3.3,3.4,C
13,49,1,2,1,1,US,3.1,2.5,3.2,3.3,3.6,3.6,O
3,26,1,1,2,1,US,3.2,2.0,3.1,3.4,3.5,3.5,O
10,17,2,2,1,1,PH,3.3,3.9,3.3,3.4,3.3,3.9,N
1,24,1,2,1,5,US,3.2,2.7,3.2,3.7,3.1,3.7,C
13,28,1,2,1,1,US,3.6,2.3,2.8,2.8,3.7,3.7,O
3,18,1,2,1,1,US,3.5,3.4,3.5,3.5,3.9,3.9,O
1,31,1,2,1,2,US,2.7,2.6,3.0,3.2,3.0,3.2,C
11,24,2,1,1,1,SG,2.8,2.1,3.2,2.9,3.3,3.3,O
1,16,1,1,3,1,US,3.1,2.9,3.0,3.3,3.6,3.6,O
3,24,1,2,1,2,AU,2.9,2.9,3.1,3.4,4.1,4.1,O
11,16,1,1,1,1,SG,3.1,4.0,3.4,3.1,3.5,4.0,N
3,38,1,1,1,1,ZA,2.8,3.1,2.6,3.1,3.6,3.6,O
1,24,1,2,1,2,US,2.9,4.2,3.0,3.3,4.4,4.4,O
4,24,2,2,1,1,IN,2.7,4.4,3.9,3.2,3.3,4.4,N
4,20,2,2,1,5,US,3.0,4.6,3.1,2.7,3.1,4.6,N
3,25,1,2,1,5,US,2.5,3.9,2.6,3.8,3.6,3.9,N
1,22,1,2,1,5,US,3.0,3.3,3.5,3.0,2.8,3.5,A
3,37,1,2,1,2,AU,2.9,2.5,3.3,3.3,3.7,3.7,O
3,19,1,1,1,2,US,3.3,2.1,3.5,3.5,3.2,3.5,A
9,19,1,2,1,1,US,2.8,2.6,3.2,3.0,3.7,3.7,O
11,21,2,2,2,1,MY,3.0,3.3,3.1,3.0,2.6,3.3,N
11,31,1,2,1,1,SG,2.7,2.5,3.3,3.0,3.7,3.7,O
3,22,1,2,1,2,JO,2.8,3.8,3.2,3.3,3.2,3.8,N
3,32,2,2,1,5,SE,3.1,3.6,3.1,3.4,3.4,3.6,N
6,20,1,2,1,1,US,2.5,3.5,2.3,3.7,3.3,3.7,C
3,36,2,1,1,5,SE,2.9,2.5,3.0,2.9,3.5,3.5,O
13,17,2,2,1,1,US,3.0,4.0,3.4,3.2,3.1,4.0,N
12,26,2,2,1,1,US,2.7,2.6,3.3,3.1,3.7,3.7,O
3,30,1,2,1,2,AU,3.2,3.9,3.2,2.6,3.5,3.9,N
11,24,2,1,1,1,PK,3.1,3.0,3.0,2.8,3.0,3.1,E
3,28,1,2,2,5,AU,3.4,3.7,3.4,3.0,3.5,3.7,N
4,42,2,1,1,1,IN,3.1,2.0,4.1,3.1,3.4,4.1,A
3,31,2,2,1,3,SE,2.7,3.7,2.3,2.8,3.0,3.7,N
13,25,2,1,1,1,IN,2.4,3.0,3.3,2.6,3.6,3.6,O
3,35,1,2,1,1,CA,3.4,2.1,3.1,2.9,3.6,3.6,O
13,22,1,1,1,1,US,3.0,2.2,3.1,3.3,3.6,3.6,O
13,31,2,1,1,1,PK,3.2,3.1,3.3,3.2,2.9,3.3,A
3,32,2,2,1,1,SE,2.8,3.9,3.2,2.8,3.1,3.9,N
4,31,2,2,1,2,IN,3.6,3.6,4.0,3.4,3.6,4.0,A
4,27,2,2,1,2,IN,3.0,3.1,3.5,3.3,3.3,3.5,A
3,37,0,2,1,2,ZA,2.7,4.2,3.0,3.9,4.5,4.5,O
3,33,2,2,1,3,SE,3.2,3.7,3.4,3.2,3.3,3.7,N
11,32,2,2,1,1,ID,3.1,3.6,3.5,3.5,2.8,3.6,N
4,25,2,1,1,1,PK,3.1,3.2,3.4,3.1,3.0,3.4,A
3,16,1,1,2,5,AU,3.8,2.6,3.3,3.5,3.6,3.8,E
13,26,2,2,1,1,IN,3.6,3.2,3.4,3.7,2.9,3.7,C
3,34,1,1,1,1,US,3.5,2.0,3.4,3.3,3.2,3.5,E
11,47,2,1,1,1,MY,3.1,1.8,3.1,3.1,2.9,3.1,E
13,15,2,1,1,1,MY,3.7,3.6,3.4,3.6,3.2,3.7,E
13,33,2,2,1,1,ZA,3.0,4.2,3.2,2.4,3.4,4.2,N
4,21,2,1,1,1,IN,3.5,3.4,3.1,2.9,2.7,3.5,E
13,32,2,2,1,5,ZA,3.6,3.8,3.8,3.6,3.9,3.9,O
3,34,2,1,1,3,SE,3.2,2.4,2.7,3.1,3.5,3.5,O
1,19,1,2,1,5,GB,3.3,3.0,3.2,3.1,3.0,3.3,E
4,29,2,1,1,1,IN,3.1,3.3,3.5,3.1,3.2,3.5,A
3,41,1,2,1,1,GB,2.8,1.8,2.8,3.1,3.2,3.2,O
1,19,1,2,1,5,GB,3.4,2.9,3.1,3.2,3.1,3.4,E
6,23,2,1,1,1,ZA,2.9,2.7,3.0,3.5,3.9,3.9,O
3,20,1,2,1,2,GB,3.3,3.5,3.5,3.2,3.3,3.5,N
6,72,1,1,1,2,FR,3.3,2.3,3.3,2.7,3.5,3.5,O
4,62,2,1,1,1,IN,2.9,2.8,2.9,2.7,3.1,3.1,O
11,20,2,2,1,1,PH,2.6,3.4,3.1,2.9,2.7,3.4,N
4,21,2,1,1,2,IN,3.7,4.0,3.7,4.1,4.6,4.6,O
3,23,1,2,1,2,AU,3.2,3.5,3.4,2.0,3.2,3.5,N
3,51,1,1,1,2,CA,2.5,3.8,3.4,3.4,3.8,3.8,N
3,26,1,1,1,1,GB,3.2,2.5,3.2,2.5,3.5,3.5,O
3,19,1,2,1,5,FR,3.2,3.2,3.1,2.8,3.0,3.2,E
3,20,1,2,2,5,GB,3.4,3.2,3.0,3.1,3.2,3.4,E
3,17,1,2,1,1,GB,3.0,2.5,3.1,1.8,2.2,3.1,A
3,21,1,2,1,2,GB,3.0,4.2,3.5,2.9,3.1,4.2,N
4,27,2,1,1,1,IN,3.5,3.7,3.2,3.7,3.5,3.7,N
3,21,1,1,1,2,IE,2.8,2.6,3.3,3.0,3.7,3.7,O
3,23,2,2,1,1,GB,2.0,2.0,2.0,2.0,2.0,2.0,E
3,17,1,2,1,1,GB,3.2,2.4,3.6,2.5,2.7,3.6,A
3,30,2,1,1,1,PL,3.2,3.7,3.0,3.2,3.4,3.7,N
13,17,1,2,1,1,AU,2.5,4.3,3.6,3.1,3.1,4.3,N
11,15,2,2,1,1,ID,3.1,4.2,3.6,2.7,3.4,4.2,N
3,17,1,1,1,1,BE,3.1,3.2,3.3,3.4,3.6,3.6,O
13,40,1,2,1,1,US,2.8,2.2,3.4,3.5,4.4,4.4,O
3,17,1,2,1,1,GB,3.1,3.4,3.3,2.6,3.0,3.4,N
4,24,2,1,1,1,IN,4.1,3.1,3.8,3.2,3.3,4.1,E
3,23,1,2,1,1,IE,3.6,2.3,2.9,3.2,3.8,3.8,O
